postal_code,area_name,prefecture_name
11525,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11528,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11527,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11533,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11631,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11636,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11632,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11633,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11635,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11741,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11742,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11743,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11745,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11744,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11835,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11851,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11852,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
11853,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
12131,ΠΕΡΙΣΤΕΡΙ,ΑΤΤΙΚΗΣ
12242,ΑΙΓΑΛΕΩ,ΑΤΤΙΚΗΣ
12134,ΠΕΡΙΣΤΕΡΙ,ΑΤΤΙΚΗΣ
12132,ΠΕΡΙΣΤΕΡΙ,ΑΤΤΙΚΗΣ
12133,ΠΕΡΙΣΤΕΡΙ,ΑΤΤΙΚΗΣ
12136,ΠΕΡΙΣΤΕΡΙ,ΑΤΤΙΚΗΣ
12135,ΠΕΡΙΣΤΕΡΙ,ΑΤΤΙΚΗΣ
12137,ΠΕΡΙΣΤΕΡΙ,ΑΤΤΙΚΗΣ
12141,ΠΕΡΙΣΤΕΡΙ,ΑΤΤΙΚΗΣ
12241,ΑΙΓΑΛΕΩ,ΑΤΤΙΚΗΣ
12243,ΑΙΓΑΛΕΩ,ΑΤΤΙΚΗΣ
12244,ΑΙΓΑΛΕΩ,ΑΤΤΙΚΗΣ
12351,ΑΓΙΑ ΒΑΡΒΑΡΑ,ΑΤΤΙΚΗΣ
12461,ΧΑΙΔΑΡΙ,ΑΤΤΙΚΗΣ
12462,ΧΑΙΔΑΡΙ,ΑΤΤΙΚΗΣ
13122,ΙΛΙΟΝ,ΑΤΤΙΚΗΣ
13121,ΙΛΙΟΝ,ΑΤΤΙΚΗΣ
13123,ΙΛΙΟΝ,ΑΤΤΙΚΗΣ
13341,ΑΝΩ ΛΙΟΣΙΑ,ΑΤΤΙΚΗΣ
13231,ΠΕΤΡΟΥΠΟΛΗ,ΑΤΤΙΚΗΣ
13451,ΚΑΜΑΤΕΡΟ,ΑΤΤΙΚΗΣ
13675,ΑΧΑΡΝΕΣ,ΑΤΤΙΚΗΣ
13671,ΑΧΑΡΝΕΣ,ΑΤΤΙΚΗΣ
13561,ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,ΑΤΤΙΚΗΣ
13562,ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ,ΑΤΤΙΚΗΣ
13674,ΑΧΑΡΝΕΣ,ΑΤΤΙΚΗΣ
13673,ΑΧΑΡΝΕΣ,ΑΤΤΙΚΗΣ
13672,ΑΧΑΡΝΕΣ,ΑΤΤΙΚΗΣ
13677,ΑΧΑΡΝΕΣ,ΑΤΤΙΚΗΣ
14121,ΗΡΑΚΛΕΙΟ,ΑΤΤΙΚΗΣ
14122,ΗΡΑΚΛΕΙΟ,ΑΤΤΙΚΗΣ
14123,ΛΥΚΟΒΡΥΣΗ,ΑΤΤΙΚΗΣ
14452,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΤΤΙΚΗΣ
14123,ΗΡΑΚΛΕΙΟ,ΑΤΤΙΚΗΣ
14231,ΝΕΑ ΙΩΝΙΑ,ΑΤΤΙΚΗΣ
14233,ΝΕΑ ΙΩΝΙΑ,ΑΤΤΙΚΗΣ
14234,ΝΕΑ ΙΩΝΙΑ,ΑΤΤΙΚΗΣ
14232,ΝΕΑ ΙΩΝΙΑ,ΑΤΤΙΚΗΣ
14235,ΝΕΑ ΙΩΝΙΑ,ΑΤΤΙΚΗΣ
14341,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ,ΑΤΤΙΚΗΣ
14342,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ,ΑΤΤΙΚΗΣ
14343,ΝΕΑ ΧΑΛΚΗΔΟΝΑ,ΑΤΤΙΚΗΣ
14343,ΝΕΑ ΧΑΛΚΙΔΟΝΑ,ΑΤΤΙΚΗΣ
14451,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΤΤΙΚΗΣ
14561,ΚΗΦΙΣΙΑ,ΑΤΤΙΚΗΣ
14562,ΚΗΦΙΣΙΑ,ΑΤΤΙΚΗΣ
14564,ΚΗΦΙΣΙΑ,ΑΤΤΙΚΗΣ
14563,ΚΗΦΙΣΙΑ,ΑΤΤΙΚΗΣ
14574,ΡΟΔΟΠΟΛΗ,ΑΤΤΙΚΗΣ
14578,ΕΚΑΛΗ,ΑΤΤΙΚΗΣ
14568,ΚΡΥΟΝΕΡΙ,ΑΤΤΙΚΗΣ
14572,ΔΡΟΣΙΑ,ΑΤΤΙΚΗΣ
14576,ΔΙΟΝΥΣΟΣ,ΑΤΤΙΚΗΣ
14565,ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ,ΑΤΤΙΚΗΣ
14671,ΕΚΑΛΗ,ΑΤΤΙΚΗΣ
14569,ΑΝΟΙΞΗ,ΑΤΤΙΚΗΣ
14565,ΠΟΛΙΤΕΙΑ,ΑΤΤΙΚΗΣ
14565,ΑΓΙΟΣ ΣΤΑΦΑΝΟΣ,ΑΤΤΙΚΗΣ
14671,ΝΕΑ ΕΡΥΘΡΑΙΑ,ΑΤΤΙΚΗΣ
15121,ΠΕΥΚΗ,ΑΤΤΙΚΗΣ
15122,ΜΑΡΟΥΣΙ,ΑΤΤΙΚΗΣ
15123,ΜΑΡΟΥΣΙ,ΑΤΤΙΚΗΣ
15124,ΜΑΡΟΥΣΙ,ΑΤΤΙΚΗΣ
15125,ΜΑΡΟΥΣΙ,ΑΤΤΙΚΗΣ
15126,ΜΑΡΟΥΣΙ,ΑΤΤΙΚΗΣ
15233,ΜΑΡΟΥΣΙ,ΑΤΤΙΚΗΣ
15233,ΧΑΛΑΝΔΡΙ,ΑΤΤΙΚΗΣ
15127,ΜΕΛΙΣΣΙΑ,ΑΤΤΙΚΗΣ
15231,ΧΑΛΑΝΔΡΙ,ΑΤΤΙΚΗΣ
15232,ΧΑΛΑΝΔΡΙ,ΑΤΤΙΚΗΣ
15234,ΧΑΛΑΝΔΡΙ,ΑΤΤΙΚΗΣ
15125,ΧΑΛΑΝΔΡΙ,ΑΤΤΙΚΗΣ
15235,ΒΡΙΛΗΣΙΑ,ΑΤΤΙΚΗΣ
15235,ΧΑΛΑΝΔΡΙ,ΑΤΤΙΚΗΣ
15236,ΝΕΑ ΠΕΝΤΕΛΗ,ΑΤΤΙΚΗΣ
15236,ΠΕΝΤΕΛΗ,ΑΤΤΙΚΗΣ
15237,ΦΙΛΟΘΕΗ,ΑΤΤΙΚΗΣ
15237,ΦΙΛNΘΕΗ,ΑΤΤΙΚΗΣ
15237,ΨΥΧΙΚΟ,ΑΤΤΙΚΗΣ
15341,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,ΑΤΤΙΚΗΣ
15342,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,ΑΤΤΙΚΗΣ
15343,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,ΑΤΤΙΚΗΣ
15344,ΣΤΑΥΡΟΣ,ΑΤΤΙΚΗΣ
15344,ΓΕΡΑΚΑΣ,ΑΤΤΙΚΗΣ
15354,ΓΛΥΚΑ ΝΕΡΑ,ΑΤΤΙΚΗΣ
15351,ΠΑΛΛΗΝΗ,ΑΤΤΙΚΗΣ
15238,ΧΑΛΑΝΔΡΙ,ΑΤΤΙΚΗΣ
15451,ΝΕΟ ΨΥΧΙΚΟ,ΑΤΤΙΚΗΣ
15452,ΨΥΧΙΚΟ,ΑΤΤΙΚΗΣ
15561,ΧΟΛΑΡΓΟΣ,ΑΤΤΙΚΗΣ
15562,ΧΟΛΑΡΓΟΣ,ΑΤΤΙΚΗΣ
15669,ΠΑΠΑΓΟΣ,ΑΤΤΙΚΗΣ
17563,ΠΑΛΑΙΟ ΦΑΛΗΡΟ,ΑΤΤΙΚΗΣ
15771,ΖΩΓΡΑΦΟΣ,ΑΤΤΙΚΗΣ
15773,ΖΩΓΡΑΦΟΣ,ΑΤΤΙΚΗΣ
15772,ΖΩΓΡΑΦΟΣ,ΑΤΤΙΚΗΣ
15669,ΠΑΠΑΓΟΥ,ΑΤΤΙΚΗΣ
16121,ΚΑΙΣΑΡΙΑΝΗ,ΑΤΤΙΚΗΣ
16121,ΑΘΗΝΑ,ΑΤΤΙΚΗΣ
16122,ΚΑΙΣΑΡΙΑΝΗ,ΑΤΤΙΚΗΣ
16231,ΒΥΡΩΝΑΣ,ΑΤΤΙΚΗΣ
16232,ΒΥΡΩΝΑΣ,ΑΤΤΙΚΗΣ
16233,ΒΥΡΩΝΑΣ,ΑΤΤΙΚΗΣ
16342,ΗΛΙΟΥΠΟΛΗ,ΑΤΤΙΚΗΣ
16341,ΗΛΙΟΥΠΟΛΗ,ΑΤΤΙΚΗΣ
16346,ΗΛΙΟΥΠΟΛΗ,ΑΤΤΙΚΗΣ
16343,ΗΛΙΟΥΠΟΛΗ,ΑΤΤΙΚΗΣ
16345,ΗΛΙΟΥΠΟΛΗ,ΑΤΤΙΚΗΣ
16344,ΗΛΙΟΥΠΟΛΗ,ΑΤΤΙΚΗΣ
16450,ΑΡΓΥΡΟΥΠΟΛΗ,ΑΤΤΙΚΗΣ
16452,ΑΡΓΥΡΟΥΠΟΛΗ,ΑΤΤΙΚΗΣ
16451,ΑΡΓΥΡΟΥΠΟΛΗ,ΑΤΤΙΚΗΣ
16552,ΓΛΥΦΑΔΑ,ΑΤΤΙΚΗΣ
16562,ΓΛΥΦΑΔΑ,ΑΤΤΙΚΗΣ
16561,ΓΛΥΦΑΔΑ,ΑΤΤΙΚΗΣ
16675,ΓΛΥΦΑΔΑ,ΑΤΤΙΚΗΣ
16674,ΓΛΥΦΑΔΑ,ΑΤΤΙΚΗΣ
16777,ΓΛΥΦΑΔΑ,ΑΤΤΙΚΗΣ
16671,ΒΟΥΛΙΑΓΜΕΝΗ,ΑΤΤΙΚΗΣ
16672,ΒΑΡΗ,ΑΤΤΙΚΗΣ
16673,ΒΟΥΛΑ,ΑΤΤΙΚΗΣ
16777,ΕΛΛΗΝΙΚΟ,ΑΤΤΙΚΗΣ
16674,ΕΛΛΗΝΙΚΟ,ΑΤΤΙΚΗΣ
17121,ΝΕΑ ΣΜΥΡΝΗ,ΑΤΤΙΚΗΣ
17123,ΝΕΑ ΣΜΥΡΝΗ,ΑΤΤΙΚΗΣ
17124,ΝΕΑ ΣΜΥΡΝΗ,ΑΤΤΙΚΗΣ
17122,ΝΕΑ ΣΜΥΡΝΗ,ΑΤΤΙΚΗΣ
17564,ΠΑΛΑΙΟ ΦΑΛΗΡΟ,ΑΤΤΙΚΗΣ
17232,ΔΑΦΝΗ,ΑΤΤΙΚΗΣ
17234,ΔΑΦΝΗ,ΑΤΤΙΚΗΣ
17235,ΔΑΦΝΗ,ΑΤΤΙΚΗΣ
17237,ΔΑΦΝΗ,ΑΤΤΙΚΗΣ
17236,ΥΜΗΤΤΟΣ,ΑΤΤΙΚΗΣ
17236,ΔΑΦΝΗ,ΑΤΤΙΚΗΣ
17236,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,ΑΤΤΙΚΗΣ
17237,ΥΜΗΤΤΟΣ,ΑΤΤΙΚΗΣ
17341,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,ΑΤΤΙΚΗΣ
17343,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,ΑΤΤΙΚΗΣ
17342,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,ΑΤΤΙΚΗΣ
17455,ΑΛΙΜΟΣ,ΑΤΤΙΚΗΣ
17456,ΑΛΙΜΟΣ,ΑΤΤΙΚΗΣ
17561,ΠΑΛΑΙΟ ΦΑΛΗΡΟ,ΑΤΤΙΚΗΣ
17562,ΠΑΛΑΙΟ ΦΑΛΗΡΟ,ΑΤΤΙΚΗΣ
17672,ΚΑΛΛΙΘΕΑ,ΑΤΤΙΚΗΣ
17671,ΚΑΛΛΙΘΕΑ,ΑΤΤΙΚΗΣ
17673,ΚΑΛΛΙΘΕΑ,ΑΤΤΙΚΗΣ
17674,ΚΑΛΛΙΘΕΑ,ΑΤΤΙΚΗΣ
17675,ΚΑΛΛΙΘΕΑ,ΑΤΤΙΚΗΣ
17676,ΚΑΛΛΙΘΕΑ,ΑΤΤΙΚΗΣ
17778,ΤΑΥΡΟΣ,ΑΤΤΙΚΗΣ
15344,ΠΑΛΛΗΝΗ,ΑΤΤΙΚΗΣ
15238,ΧΑΛΑΝΔΡΙΟΥ,ΑΤΤΙΚΗΣ
15349,ΑΝΘΟΥΣΑ,ΑΤΤΙΚΗΣ
15344,ΑΝΘΟΥΣΑ,ΑΤΤΙΚΗΣ
15344,ΓΛΥΚΑ ΝΕΡΑ,ΑΤΤΙΚΗΣ
18758,ΚΕΡΑΤΣΙΝΙ,ΑΤΤΙΚΗΣ
18648,ΔΡΑΠΕΤΣΩΝΑ,ΑΤΤΙΚΗΣ
18755,ΚΕΡΑΤΣΙΝΙ,ΑΤΤΙΚΗΣ
18756,ΚΕΡΑΤΣΙΝΙ,ΑΤΤΙΚΗΣ
18543,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18863,ΠΕΡΑΜΑ,ΑΤΤΙΚΗΣ
18451,ΝΙΚΑΙΑ,ΑΤΤΙΚΗΣ
18757,ΚΕΡΑΤΣΙΝΙ,ΑΤΤΙΚΗΣ
18233,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ,ΑΤΤΙΚΗΣ
18535,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18532,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18531,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18542,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18450,ΝΙΚΑΙΑ,ΑΤΤΙΚΗΣ
18120,ΚΟΡΥΔΑΛΛΟΣ,ΑΤΤΙΚΗΣ
18345,ΜΟΣΧΑΤΟ,ΑΤΤΙΚΗΣ
18122,ΚΟΡΥΔΑΛΛΟΣ,ΑΤΤΙΚΗΣ
18452,ΝΙΚΑΙΑ,ΑΤΤΙΚΗΣ
18533,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18541,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18344,ΜΟΣΧΑΤΟ,ΑΤΤΙΚΗΣ
18454,ΝΙΚΑΙΑ,ΑΤΤΙΚΗΣ
18544,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18539,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18453,ΝΙΚΑΙΑ,ΑΤΤΙΚΗΣ
18545,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18546,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18547,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18540,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18121,ΚΟΡΥΔΑΛΛΟΣ,ΑΤΤΙΚΗΣ
18537,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18346,ΜΟΣΧΑΤΟ,ΑΤΤΙΚΗΣ
18536,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18534,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
18538,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗΣ
54643,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54635,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
55131,ΚΑΛΑΜΑΡΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56224,ΕΥΟΣΜΟ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54351,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54625,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56727,ΝΕΑΠΟΛΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56429,ΠΟΛΙΧΝΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56430,ΣΤΑΥΡΟΥΠΟΛΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54634,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56533,ΠΟΛΙΧΝΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54636,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54629,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56123,ΑΜΠΕΛΟΚΗΠΟΙ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54352,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
55438,ΑΓΙΟΣ ΠΑΥΛΟΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54453,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54628,ΜΕΝΕΜΕΝΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54621,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54622,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
38446,ΝΕΑ ΙΩΝΙΑ ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38445,ΝΕΑ ΙΩΝΙΑ ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38334,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38222,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38446,ΝΕΑ ΙΩΝΙΑΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38333,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38221,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38500,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38322,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38221,ΧΡΥΣΟΧΟΙΔΗ ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38446,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38331,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38445,ΝΕΑ ΙΩΝΙΑΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
38300,ΒΟΛΟΣ,ΜΑΓΝΗΣΙΑΣ
41334,ΛΑΡΙΣΑ,ΛΑΡΙΣΑΣ
41222,ΛΑΡΙΣΑ,ΛΑΡΙΣΑΣ
41335,ΛΑΡΙΣΑ,ΛΑΡΙΣΑΣ
41447,ΛΑΡΙΣΑ,ΛΑΡΙΣΑΣ
41336,ΛΑΡΙΣΑ,ΛΑΡΙΣΑΣ
41221,ΛΑΡΙΣΑ,ΛΑΡΙΣΑΣ
41223,ΛΑΡΙΣΑ,ΛΑΡΙΣΑΣ
71601,Ν.ΑΛΙΚΑΡΝΑΣΣΟΣ,ΗΡΑΚΛΕΙΟΥ
71409,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟΥ
71201,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟΥ
71410,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟΥ
71304,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟΥ
71307,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟΥ
71202,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟΥ
71500,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟΥ
71305,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟΥ
71306,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟΥ
71303,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟΥ
71309,ΗΡΑΚΛΕΙΟ,ΗΡΑΚΛΕΙΟΥ
73131,ΧΑΝΙΑ,ΧΑΝΙΩΝ
73300,ΜΟΥΡΝΙΕΣ,ΧΑΝΙΩΝ
73136,ΧΑΝΙΑ,ΧΑΝΙΩΝ
73132,ΧΑΝΙΑ,ΧΑΝΙΩΝ
73133,ΧΑΝΙΑ,ΧΑΝΙΩΝ
73134,ΧΑΝΙΑ,ΧΑΝΙΩΝ
73135,ΧΑΝΙΑ,ΧΑΝΙΩΝ
73100,ΧΑΝΙΑ,ΧΑΝΙΩΝ
65403,ΚΑΒΑΛΑ,ΚΑΒΑΛΑΣ
45332,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΩΝ
45221,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΩΝ
45444,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΩΝ
45333,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΩΝ
45445,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΩΝ
45232,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΩΝ
45442,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΩΝ
65302,ΚΑΒΑΛΑ,ΚΑΒΑΛΑΣ
65201,ΚΑΒΑΛΑ,ΚΑΒΑΛΑΣ
65404,ΚΑΒΑΛΑ,ΚΑΒΑΛΑΣ
